title,creator,date,description,subject,location,latitude,longitude,source,objectid,type,format,language,rights,rightsstatement,reference_url,filename
Osmanlı İktisadi ve Sosyal Tarih Çalışmalarının Değerlendirilmesi,Digital Ottoman Studies,2001-02-24,Osmanlı İktisadi ve Sosyal Tarih Çalışmalarının Değerlendirilmesi,Konferans;Tarihçilik;İktisat Tarihçiliği;Sosyal Tarih,"İstanbul,Altunizade;İSAM",41.02595399,29.03907871,İSAM,mg-114,Görüntü,image/jpg,tr,http://www.isam.org.tr,,https://digitalottomans.github.io/demo/item.html?id=114,mg-114.jpg
Osmanlı Devletini Uzun Ömürlü Kılan Sebepler IV: Mali Yapısının Özellikleri,Digital Ottoman Studies,2011-05-31,Osmanlı Devletini Uzun Ömürlü Kılan Sebepler IV: Mali Yapısının Özellikleri,Konferans;İktisat;Maliye;Mali Yapı,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,Altunizade Kültür Merkezi,mg-115,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,https://digitalottomans.github.io/demo/item.html?id=115,mg-115.jpg
Osmanlı Devletini Uzun Ömürlü Kılan Faktörler V: İktisadi Yapı Özellikleri,Digital Ottoman Studies,2011-10-20,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler V: İktisadi Yapı Özellikleri,Konferans;İktisat;İktisadi Yapı,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,Altunizade Kültür Merkezi,mg-116,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,https://digitalottomans.github.io/demo/item.html?id=116,mg-116.jpg
Osmanlı Devletini Uzun Ömürlü Kılan Faktörler VI: İletişimin Örgütlenmesi,Digital Ottoman Studies,2011-11-17,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler VI: İletişimin Örgütlenmesi,Konferans;İletişim,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,Altunizade Kültür Merkezi,mg-117,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,https://digitalottomans.github.io/demo/item.html?id=117,mg-117.jpg
Osmanlı Sanayii,Digital Ottoman Studies,2011-01-14,Osmanlı Sanayii,Konferans;İktisat;Sanayii,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,Altunizade Kültür Merkezi,mg-118,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,https://digitalottomans.github.io/demo/item.html?id=118,mg-118.jpg
Osmanlı Devletini Uzun Ömürlü Kılan Faktörler I: Giriş,Digital Ottoman Studies,2011-02-11,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler I: Giriş,Konferans,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,Altunizade Kültür Merkezi,mg-119,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,https://digitalottomans.github.io/demo/item.html?id=119,mg-119.jpg
Osmanlı Devletini Uzun Ömürlü Kılan Faktörler II: Siyasi Yapısının Özellikleri,Digital Ottoman Studies,2011-03-11,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler II: Siyasi Yapısının Özellikleri,Konferans;Devlet;Siyaset,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,Altunizade Kültür Merkezi,mg-120,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,https://digitalottomans.github.io/demo/item.html?id=120,mg-120.jpg
Osmanlı Devleti’ni Uzun Ömürlü Kılan Faktörler III: Bürokrasisinin Organizasyonel Yapısı,Digital Ottoman Studies,2011-04-14,Osmanlı Devleti’ni Uzun Ömürlü Kılan Faktörler III: Bürokrasisinin Organizasyonel Yapısı,Konferans;Devlet;Bürokrasi;Bürokratik Yapı,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,Altunizade Kültür Merkezi,mg-121,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,https://digitalottomans.github.io/demo/item.html?id=121,mg-121.jpg
1800’de Osmanlı İmparatorluğunun Genel Durumu,Digital Ottoman Studies,2001-03-16,1800’de Osmanlı İmparatorluğunun Genel Durumu,Konferans;Yüzyıllar;18.Yy,"İstanbul,Tuzla;Sabancı Üniversitesi",40.88877675,29.37419743,Sabancı Üniversitesi,mg-122,Görüntü,image/jpg,tr,https://www.sabanciuniv.edu/tr,,https://digitalottomans.github.io/demo/item.html?id=122,mg-122.jpg
Osmanlı İltizam Rejimi ve Değişmeleri,Digital Ottoman Studies,2000-12-13,Osmanlı İltizam Rejimi ve Değişmeleri,Konferans;İktisat;Maliye;Vergi;Değişim,İstanbul,41.1292562,28.88335172,Osmanlı Bankası Araştırma Merkezi,mg-123,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=123,mg-123.jpg
Onsekizinci Yüzyılda Osmanlı İmparatorluğunun İktisadi Durumu,Digital Ottoman Studies,1992-05-11,Onsekizinci Yüzyılda Osmanlı İmparatorluğunun İktisadi Durumu,Konferans;İktisat;İktisadi Durum;Yüzyıllar;18.Yy,"Ankara,Çankaya;Bilkent Üniversitesi",39.87486848,32.74743344,Bilkent Üniversitesi,mg-124,Görüntü,image/jpg,tr,https://w3.bilkent.edu.tr/www/,,https://digitalottomans.github.io/demo/item.html?id=124,mg-124.jpg
Erol Güngör’ün Şahsiyeti,Digital Ottoman Studies,1996-04-24,Erol Güngör’ün Şahsiyeti,Konferans;Kişiler;Erol Güngör,İstanbul,41.1292562,28.88335172,Türk Kültür Vakfı,mg-125,Görüntü,image/jpg,tr,https://www.turkkulturvakfi.org.tr,,https://digitalottomans.github.io/demo/item.html?id=125,mg-125.jpg
Aydın Erol Güngör,Digital Ottoman Studies,2003-04-19,Aydın Erol Güngör,Konferans;Kişiler;Erol Güngör,İstanbul,41.1292562,28.88335172,"Kültür Ocağı Vakfı, Örnek Bir Şahsiyet Olarak Erol Güngör",mg-126,Görüntü,image/jpg,tr,http://www.kocav.org.tr,,https://digitalottomans.github.io/demo/item.html?id=126,mg-126.jpg
Tarihçiliği Nasıl Anlamalı,Digital Ottoman Studies,1998-02-22,Tarihçiliği Nasıl Anlamalı,Konferans;Tarihçilik,İstanbul,41.1292562,28.88335172,Belgesel Sinemacılar Birliği,mg-127,Görüntü,image/jpg,tr,http://bsb.org.tr,,https://digitalottomans.github.io/demo/item.html?id=127,mg-127.jpg
A Comparative Study of The Life-Term Tax Ferming Data and The Volume of Commercial and Industrial Activities in the Ottoman Empire in the Second Half of the 18th Century,Digital Ottoman Studies,1976-03-22,A Comparative Study of The Life-Term Tax Ferming Data and The Volume of Commercial and Industrial Activities in the Ottoman Empire in the Second Half of the 18th Century,Konferans;İktisat;Maliye;Vergi;Sanayii;Ticaret;Yüzyıllar;18.Yy,"Almanya,Hamburg",53.58388343,9.982977785,"AIESEE, South Eastern European and Balkan Cities Confronting the Industrial Revolution in the Western Europe",mg-128,Görüntü,image/jpg,eng,https://www.aiesee.org,,https://digitalottomans.github.io/demo/item.html?id=128,mg-128.jpg
18. ve 19. Yüzyıllarda Osmanlı İmparatorluğunda Sanayileşme Teşebbüsleri,Digital Ottoman Studies,1999-05-29,18. ve 19. Yüzyıllarda Osmanlı İmparatorluğunda Sanayileşme Teşebbüsleri,Konferans;İktisat;Sanayii;Yüzyıllar;18.Yy;19.Yy,İstanbul,41.1292562,28.88335172,Türk Kültür Ocağı,mg-129,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=129,mg-129.jpg
Kanuni Devrinde Osmanlı Performansı,Digital Ottoman Studies,2013-01-28,Kanuni Devrinde Osmanlı Performansı,Konferans;Kişiler;Kanuni Sultan Süleyman;Dönemler;Klasik,"İstanbul,Başakşehir;Başakşehir Belediyesi",41.12339323,28.77144119,Başakşehir Belediyesi Kültür Merkezi,mg-130,Görüntü,image/jpg,tr,http://www.basaksehirkultursanat.org,,https://digitalottomans.github.io/demo/item.html?id=130,mg-130.jpg
İslam Ekonomisi ve Osmanlı Uygulaması,Digital Ottoman Studies,2013-05-11,İslam Ekonomisi ve Osmanlı Uygulaması,Konferans;İktisat;İslam Ekonomisi;Osmanlı Uygulaması,"İstanbul,Mecidiyeköy;İstanbul Bilimler Akademisi Vakfı",41.06736567,28.9999182,"İstanbul Bilimler Akademisi Vakfı, Murat Çizakça ile birlikte, Bab-ı Tarih Sohbetleri",mg-131,Görüntü,image/jpg,tr,http://www.ibav.org,,https://digitalottomans.github.io/demo/item.html?id=131,mg-131.jpg
"Osmanlı İktisadi Kurumları: Vakıflar ve Para Vakıfları, Vergi Sistemi ve Dış Ticaret",Digital Ottoman Studies,2013-05-25,"Osmanlı İktisadi Kurumları: Vakıflar ve Para Vakıfları, Vergi Sistemi ve Dış Ticaret",Konferans;İktisat;İktisadi Kurumlar;Maliye;Vergi;Ticaret;İhracat;Toplum;Vakıflar;Para Vakfı,"İstanbul,Mecidiyeköy;İstanbul Bilimler Akademisi Vakfı",41.06736567,28.9999182,"İstanbul Bilimler Akademisi Vakfı, Murat Çizakça ile birlikte, Bab-ı Tarih Sohbetleri",mg-132,Görüntü,image/jpg,tr,http://www.ibav.org,,https://digitalottomans.github.io/demo/item.html?id=132,mg-132.jpg
Osmanlı Ekonomisinde Sermaye Birikimi ve Servet Dağılımı,Digital Ottoman Studies,2013-03-26,Osmanlı Ekonomisinde Sermaye Birikimi ve Servet Dağılımı,Konferans;İktisat;Sermaye,"İstanbul,Fatih;İstanbul Üniversitesi",41.01005056,28.96054028,"İstanbul Üniversitesi, Kongre Kültür Merkezi, 37. İktisatçılar Haftası, Cumhuriyetin 90. Yılında Hak, Adalet, İktisat Başlıklı Oturum",mg-133,Görüntü,image/jpg,tr,https://www.istanbul.edu.tr/tr/_,,https://digitalottomans.github.io/demo/item.html?id=133,mg-133.jpg
Osmanlıda 17. Yüzyılın Sosyal ve Siyasal Yapısı,Digital Ottoman Studies,2012-12-03,Osmanlıda 17. Yüzyılın Sosyal ve Siyasal Yapısı,Konferans;Devlet;Siyaset;Sosyal Yapı;Yüzyıllar;17.Yy,"İstanbul,Şişhane;İstanbul Kültür Sanat Vakfı",41.02850599,28.97189243,"İstanbul Kültür Sanat Vakfı Osmanlı Dönemi Müzik Uygulama ve Araştırma Merkezi, Itri ve Dönemine Disiplinlerarası Bakışlar",mg-134,Görüntü,image/jpg,tr,https://www.iksv.org/tr,,https://digitalottomans.github.io/demo/item.html?id=134,mg-134.jpg
Değerlendirme Konuşması,Digital Ottoman Studies,2007-09-07,Değerlendirme Konuşması,Konferans;Değerlendirme,"İstanbul,Göztepe;Marmara Üniversitesi",40.98946763,29.05454387,I. Türkiye İktisat Tarihi Kongresi,mg-135,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=135,mg-135.jpg
Osmanlı Ekonomisinde Esnafın Yeri,Digital Ottoman Studies,2004-10-13,Osmanlı Ekonomisinde Esnafın Yeri,Konferans;İktisat;Ticaret;Esnaf,İstanbul,41.1292562,28.88335172,17. Ahilik Kültürü Haftası Kutlamaları,mg-136,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=136,mg-136.jpg
15. ve 16. Yüzyıllarda Osmanlı İmparatorluğunda İç ve Dış Ticaret,Digital Ottoman Studies,1996-11-09,15. ve 16. Yüzyıllarda Osmanlı İmparatorluğunda İç ve Dış Ticaret,Konferans;Ticaret;İç Ticaret;İhracat;Dönemler;Klasik;Yüzyıllar;15.Yy;16.Yy,İstanbul,41.1292562,28.88335172,15 ve 16. Asırları Türk Asrı yapan Değerler Sempozyum,mg-137,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=137,mg-137.jpg
Osmanlıda İktisadi Düşüncenin Gelişimi,Digital Ottoman Studies,2009-04-14,Osmanlıda İktisadi Düşüncenin Gelişimi,Konferans;İktisat;İktisadi Düşünce,İstanbul,41.1292562,28.88335172,Yapı Kredi Kültür Merkezi Salı Toplantıları,mg-138,Görüntü,image/jpg,tr,https://sanat.ykykultur.com.tr/etkinlikler#,,https://digitalottomans.github.io/demo/item.html?id=138,mg-138.jpg
İstanbul’un Fethi,Digital Ottoman Studies,2008-05-28,İstanbul’un Fethi,"Konferans;Devlet,Fetih;Şehirler;İstanbul;Dönemler;Klasik;Yüzyıllar;15.Yy","İstanbul,Bayrampaşa;Bayrampaşa Belediyesi",40.89787857,29.22547335,Bayrampaşa Belediyesi,mg-139,Görüntü,image/jpg,tr,https://www.bayrampasa.bel.tr,,https://digitalottomans.github.io/demo/item.html?id=139,mg-139.jpg
17. Ve 18. Yüzyıllarda Osmanlı Mukataa Sistemindeki Değişmeler,Digital Ottoman Studies,2002-01-23,17. Ve 18. Yüzyıllarda Osmanlı Mukataa Sistemindeki Değişmeler,Konferans;İktisat;Maliye;Vergi;Yüzyıllar;17.Yy;18.Yy,"İstanbul,Büyükçekmece;Fatih Üniversitesi",41.09125024,28.62460466,Fatih Üniversitesi,mg-140,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=140,mg-140.jpg
Modern İktisadi Büyüme Karşısında Osmanlı Tutumu,Digital Ottoman Studies,2003-01-08,Modern İktisadi Büyüme Karşısında Osmanlı Tutumu,Konferans;İktisat;İktisadi Büyüme;Dönemler;Modern,"İstanbul,Büyükçekmece;Fatih Üniversitesi",41.09125024,28.62460466,Fatih Üniversitesi,mg-141,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=141,mg-141.jpg
İktisat Tarihi Araştırmasındaki Serüvenim,Digital Ottoman Studies,2000-01-20,İktisat Tarihi Araştırmasındaki Serüvenim,Konferans;İktisat;İktisat Tarihçiliği,"İstanbul,Fatih;Tarih Vakfı",41.01907816,28.96871483,"Tarih Vakfı, Tarihçinin Mutfağı Serisi",mg-142,Görüntü,image/jpg,tr,https://tarihvakfi.org.tr,,https://digitalottomans.github.io/demo/item.html?id=142,mg-142.jpg
Osmanlı Devleti’nin 18. 19. Yüzyıllarda Özel Sermaye Birikim Karşısındaki Tutumu ve Etkileri,Digital Ottoman Studies,2009-06-08,Osmanlı Devleti’nin 18. 19. Yüzyıllarda Özel Sermaye Birikim Karşısındaki Tutumu ve Etkileri,Konferans;İktisat;Sermaye;Yüzyıllar;18.Yy;19.Yy,İstanbul;İstanbul Bilgi Üniversitesi;TÜBA,41.1292562,28.88335172,"TÜBA Forumu, İstanbul Bilgi Üniversitesi",mg-143,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=143,mg-143.jpg
"İpek Yolu, Baharat Yolu, Ortadoğu ve Osmanlı Devleti",Digital Ottoman Studies,2009-02-06,"İpek Yolu, Baharat Yolu, Ortadoğu ve Osmanlı Devleti",Konferans;Ticaret;İpek Yolu;Baharat Yolu;Bölgeler;Ortadoğu,İstanbul;İSMEK,41.1292562,28.88335172,İSMEK,mg-144,Görüntü,image/jpg,tr,https://www.ismek.istanbul/tr/default.aspx,,https://digitalottomans.github.io/demo/item.html?id=144,mg-144.jpg
İki İmparatorluğun Başkenti,Digital Ottoman Studies,1998-05-23,İki İmparatorluğun Başkenti,Konferans;Şehirler;İstanbul,İstanbul;İstanbul Büyükşehir Belediyesi,41.1292562,28.88335172,"İstanbul Büyük Şehir Belediyesi, III. Uluslararası Fetih Konferansı",mg-145,Görüntü,image/jpg,tr,https://www.ibb.istanbul,,https://digitalottomans.github.io/demo/item.html?id=145,mg-145.jpg
Osmanlı Dünyasında Dilencilik,Digital Ottoman Studies,2008-10-18,Osmanlı Dünyasında Dilencilik,Konferans;Toplum;Dilencilik,İstanbul;İstanbul Büyükşehir Belediyesi,41.1292562,28.88335172,Bir Kent Sorunu: Dilencilik Sempozyumu,mg-146,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=146,mg-146.jpg
İstanbul’un Fethi: Sebepleri ve Sonuçları,Digital Ottoman Studies,1996-05-24,İstanbul’un Fethi: Sebepleri ve Sonuçları,Konferans;Devlet;Fetih;Şehirler;İstanbul;Dönemler;Klasik;Yüzyıllar;15.Yy,İstanbul;İstanbul Büyükşehir Belediyesi,41.1292562,28.88335172,"İstanbul Büyük Şehir Belediyesi, I. Uluslararası İstanbul’un Fethi Konferansı",mg-147,Görüntü,image/jpg,tr,https://www.ibb.istanbul,,https://digitalottomans.github.io/demo/item.html?id=147,mg-147.jpg
İstanbul’un Fethi: İktisadi Sonuçları,Digital Ottoman Studies,1997-05-30,İstanbul’un Fethi: İktisadi Sonuçları,Konferans;İktisat;Devlet;Fetih;Şehirler;İstanbul;Dönemler;Klasik;Yüzyıllar;15.Yy,İstanbul;İstanbul Büyükşehir Belediyesi,41.1292562,28.88335172,"İstanbul Büyük Şehir Belediyesi, II. Uluslararası İstanbul’un Fethi Konferansı",mg-148,Görüntü,image/jpg,tr,https://www.ibb.istanbul,,https://digitalottomans.github.io/demo/item.html?id=148,mg-148.jpg
Osmanlı İktisat Tarihi Üzerine Düşünceler,Digital Ottoman Studies,1995-01-21,Osmanlı İktisat Tarihi Üzerine Düşünceler,Konferans;Tarihçilik;İktisat Tarihçiliği,"İstanbul,Cağaloğlu;IRCICA",41.01170178,28.97778567,IRCICA,mg-149,Görüntü,image/jpg,tr,https://www.ircica.org/tr,,https://digitalottomans.github.io/demo/item.html?id=149,mg-149.jpg
18. Yüzyılda Osmanlı İmparatorluğunda Değerli Maden Üretimi,Digital Ottoman Studies,1997-11-28,18. Yüzyılda Osmanlı İmparatorluğunda Değerli Maden Üretimi,Konferans;İktisat;Sanayi;Maden;Yüzyıllar;18.Yy,"İstanbul,Beyoğlu;IFEA",41.03151992,28.97749726,"Institut Français d’Études Anatoliennes, International Syposium on the Money and Mints in the Ottoman Empire 1680-1850",mg-150,Görüntü,image/jpg,tr,https://www.ifea-istanbul.net/index.php/fr/services/biblio,,https://digitalottomans.github.io/demo/item.html?id=150,mg-150.jpg
Osmanlı İmparatorluğunda Siyasi ve İktisadi İktidar İlişkileri,Digital Ottoman Studies,1996-01-04,Osmanlı İmparatorluğunda Siyasi ve İktisadi İktidar İlişkileri,Konferans;İktisat;Devlet;Siyaset,"İstanbul,Beyoğlu;IFEA",41.03151992,28.97749726,Institut Français d’Études Anatoliennes,mg-151,Görüntü,image/jpg,tr,https://www.ifea-istanbul.net/index.php/fr/services/biblio,,https://digitalottomans.github.io/demo/item.html?id=151,mg-151.jpg
19. Yüzyıl Öncesi Osmanlı Ekonomisinde Özel Sermaye Birikimi Üzerinde Devletin Etkileri,Digital Ottoman Studies,2008-10-16,19. Yüzyıl Öncesi Osmanlı Ekonomisinde Özel Sermaye Birikimi Üzerinde Devletin Etkileri,Konferans;İktisat;Sermaye;Dönemler;Modern;Yüzyıllar;19.Yy,"İstanbul,Beyoğlu;NIT",41.03160612,28.97589313,"Netherlands Institute in Turkey, Comparing Notes: Current Research on Ottoman History and Literature in the Netherlands and Turkey",mg-152,Görüntü,image/jpg,tr,http://tr.nit-istanbul.org,,https://digitalottomans.github.io/demo/item.html?id=152,mg-152.jpg
The Education of the Ottman Bureaucrats in the Pre-Tanzimat Era,Digital Ottoman Studies,1999-10-22,The Education of the Ottman Bureaucrats in the Pre-Tanzimat Era,Konferans;Devlet;Bürokrasi;Tanzimat,İstanbul;Bilgi Üniversitesi,41.1292562,28.88335172,"İstanbul Bilgi Üniversitesi, Education in the Ottoman Empire",mg-153,Görüntü,image/jpg,eng,https://www.bilgi.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=153,mg-153.jpg
Kapitalizm Karşısında Osmanlı İktisadı,Digital Ottoman Studies,2007-10-26,Kapitalizm Karşısında Osmanlı İktisadı,Konferans;İktisat;Kapitalizm,"İstanbul,Üsküdar;İlmi Etüdler Derneği",41.02166703,29.01523539,İlmi Etüdler Derneği 2007-2008 Açılış Konferansı,mg-154,Görüntü,image/jpg,tr,https://www.ilem.org.tr,,https://digitalottomans.github.io/demo/item.html?id=154,mg-154.jpg
İktisat Tarihi ve Osmanlı Dünyası,Digital Ottoman Studies,1995-05-18,İktisat Tarihi ve Osmanlı Dünyası,Konferans;Tarihçilik;İktisat Tarihçiliği,İzmir,38.44421655,27.19658895,Tarih Vakfı,mg-155,Görüntü,image/jpg,tr,https://tarihvakfi.org.tr,,https://digitalottomans.github.io/demo/item.html?id=155,mg-155.jpg
19. Yüzyılda Osmanlı İktisadi Dünya Görüşünde Değişmeler,Digital Ottoman Studies,1999-04,19. Yüzyılda Osmanlı İktisadi Dünya Görüşünde Değişmeler,Konferans;İktisat;İktisadi Düşünce;Dönemler;Modern;Yüzyıllar;19.Yy,İzmir,38.44421655,27.19658895,Tarih Vakfı,mg-156,Görüntü,image/jpg,tr,https://tarihvakfi.org.tr,,https://digitalottomans.github.io/demo/item.html?id=156,mg-156.jpg
Osmanlı Ticaret Merkezi Olarak İzmir,Digital Ottoman Studies,2008-06,Osmanlı Ticaret Merkezi Olarak İzmir,Konferans;Ticaret;Şehirler;İzmir,İzmir;İzmir Ticaret Odası,38.44421655,27.19658895,İzmir Ticaret Odası,mg-157,Görüntü,image/jpg,tr,https://www.izto.org.tr,,https://digitalottomans.github.io/demo/item.html?id=157,mg-157.jpg
"Osmanlı’da Devlet, Ekonomi ve Toplum",Digital Ottoman Studies,2009-01-19,"Osmanlı’da Devlet, Ekonomi ve Toplum",Konferans;İktisat;Devlet;Toplum,İzmir,38.44421655,27.19658895,,mg-158,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=158,mg-158.jpg
Osmanlı Sosyal Nizamı ve İstinad Ettiği İktisadi Yapı,Digital Ottoman Studies,2011-06-02,Osmanlı Sosyal Nizamı ve İstinad Ettiği İktisadi Yapı,Konferans;İktisat;İktisadi Yapı;Toplum;Sosyal Nizam,Bilecik;Bilecik Üniversitesi,40.1902613,29.96971089,Bilecik Şeyh Edebali Üniversitesi,mg-159,Görüntü,image/jpg,tr,http://www.bilecik.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=159,mg-159.jpg
Modern İktisadi Büyüme Karşısında Osmanlı Ekonomisi,Digital Ottoman Studies,2011-05-13,Modern İktisadi Büyüme Karşısında Osmanlı Ekonomisi,Konferans;İktisat;İktisadi Büyüme;Dönemler;Modern,"Malatya,Battalgazi;İnönü Üniversitesi",38.33079249,38.44000416,İnönü Üniversitesi,mg-160,Görüntü,image/jpg,tr,http://www.inonu.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=160,mg-160.jpg
War and Economy in the Eighteenth Century Ottoman Empire,Digital Ottoman Studies,1983-08-24,War and Economy in the Eighteenth Century Ottoman Empire,Konferans;İktisat;Devlet;Savaş;Yüzyıllar;18.Yy,"AB,New Jersey;Princeton Üniversitesi",40.34296332,-74.65526702,"Princeton Universitesi, Third International Congress on the Economic and Social History of Turkey",mg-161,Görüntü,image/jpg,eng,https://www.princeton.edu,,https://digitalottomans.github.io/demo/item.html?id=161,mg-161.jpg
Osmanlı İktisadi Dünya Görüşünün Prensipleri ve Sonuçları,Digital Ottoman Studies,1983-08-04,Osmanlı İktisadi Dünya Görüşünün Prensipleri ve Sonuçları,Konferans;İktisat;İktisadi Düşünce,"Almanya,Münih",48.14644027,11.58095358,IV. Internationaler Kongress für Türkische Wirtschafts und Sozialgeschichte (1071-1920),mg-162,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=162,mg-162.jpg
17. Yüzyıl Dönüşümüne Genel Bakış,Digital Ottoman Studies,2013-02-07,17. Yüzyıl Dönüşümüne Genel Bakış,Konferans;Yüzyıllar;17.Yy,"Ankara,Çankaya;ODTÜ",39.89519435,32.78446764,Açılış Konuşması 17. Yüzyılda Osmanlı İmparatorluğunda Kriz ve Dönüşüm III. Çalıştay: Kriz ve Değişmeler,mg-163,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=163,mg-163.jpg
Osmanlı Yönetiminin Özellikleri,Digital Ottoman Studies,2013-06-15,Osmanlı Yönetiminin Özellikleri,Konferans;Devlet;Yönetim,Ankara;İç İşleri Bakanlığı,39.91473057,32.85200026,"Osmanlı Sisteminden Günümüz İdarecilerinin Alabileceği Dersler, TC. İçişleri Bakanlığı Eğitim Dairesi",mg-164,Görüntü,image/jpg,tr,https://www.icisleri.gov.tr/egitim,,https://digitalottomans.github.io/demo/item.html?id=164,mg-164.jpg
Osmanlı Devletinin Uzun Ömürlü Olmasını Sağlayan Temelleri,Digital Ottoman Studies,2013-06-28,Osmanlı Devletinin Uzun Ömürlü Olmasını Sağlayan Temelleri,Konferans;Devlet;Yönetim,Ankara;TTK,39.93111335,32.85618695,TTK Yüksek Lisans ve Doktora Öğrencileri için Konferans,mg-165,Görüntü,image/jpg,tr,https://www.ttk.gov.tr/en/,,https://digitalottomans.github.io/demo/item.html?id=165,mg-165.jpg
Dostum Mehmet Çavuşoğlu,Digital Ottoman Studies,2011-03-31,Dostum Mehmet Çavuşoğlu,Konferans;Kişiler;Mehmet Çavuşoğlu,"Ankara,Yeni Mahalle;Gazi Üniversitesi",39.93975885,32.82235955,"Dostum Mehmet Çavuşoğlu”, Merhum Prof. Dr. Mehmet Çavuşoğlu Hakkında Anma Toplantısı, Gazi Üniversitesi",mg-166,Görüntü,image/jpg,tr,http://gazi.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=166,mg-166.jpg
Mehmet Genç-Perşembe Konuşmaları,Digital Ottoman Studies,2012,Mehmet Genç-Perşembe Konuşmaları,Konferans;Kişiler;Mehmet Genç,"İstanbul,Fatih;Tarih Vakfı",41.01907006,28.96874702,Tarih Vakfı,mg-167,Görüntü,image/jpg,tr,https://www.youtube.com/watch?v=r2HG1PkAvm4,,https://digitalottomans.github.io/demo/item.html?id=167,mg-167.jpg
Osmanlı Devleti&#39;nin İktisadi Geçmişi,Digital Ottoman Studies,2017,Osmanlı Devleti&#39;nin İktisadi Geçmişi,Konferans;İktisat,,,,Saray Konferansları,mg-168,Görüntü,image/jpg,tr,https://www.youtube.com/watch?v=-xAhzwbnJFA,,https://digitalottomans.github.io/demo/item.html?id=168,mg-168.jpg
İktisat ve Deniz Ticaret Tarihinde Doğu Akdeniz ve Mersin’e Nasıl Yaklaşılmalı,Digital Ottoman Studies,2011-04-07,İktisat ve Deniz Ticaret Tarihinde Doğu Akdeniz ve Mersin’e Nasıl Yaklaşılmalı,Konferans;İktisat;Ticaret;Doğu Akdeniz;Tarihçilik;İktisat Tarihçiliği;Şehirler;Mersin,Mersin,36.88841185,34.68558872,"Açılış Konuşması, Türk Deniz Ticareti Tarihi Sempozyumu III Mersin ve Doğu Akdeniz 7-8 Nisan 2011",mg-169,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=169,mg-169.jpg
Osmanlı Ekonomik Sistemi,Digital Ottoman Studies,2010-05,Osmanlı Ekonomik Sistemi,Konferans;İktisat;İktisadi Sistem,"Sakarya,Serdivan;Sakarya Üniversitesi",40.74227682,30.33280611,Sakarya Üniversitesi ,mg-170,Görüntü,image/jpg,tr,https://www.sakarya.edu.tr,,https://digitalottomans.github.io/demo/item.html?id=170,mg-170.jpg
